Email,Territorio,País de envío,Estado o provincia de envío,Municipio,Colonia,Calle de envío,Estatus,Código postal de envío,Ruta,Nombre de la cuenta,Plantilla de clientes,Folio de tienda,Cédula profesional,Grupo de cadena,Especialidad,Categoría del médico,Propietario de la cuenta,lat,lng,google_maps_url,NOMBRE_BRICK
,,México,QUERETARO,SANTIAGO DE QUERETARO,EL ROBLE,AVE CHABACANO 152,Activa,76902,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5517289,-100.4097255,"https://www.google.com/maps/search/?api=1&query=20.5517289,-100.4097255",CORREGIDORA 229005
,,México,QUERETARO,EL MARQUES,FRACCIONAMIENTO EL MIRADOR,MIRADOR DE QUERETARO 2,Activa,76246,1010508,FARMACIA BENAVIDES,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5965835,-100.3356024,"https://www.google.com/maps/search/?api=1&query=20.5965835,-100.3356024",RESTO DEL ESTADO REGION C 229100
,,México,QUERETARO,SANTIAGO DE QUERETARO,NINOS HEROES,IGNACIO ZARAGOZA 332,Activa,76010,1010508,FARMACIA SAN PABLO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5843625,-100.4050881,"https://www.google.com/maps/search/?api=1&query=20.5843625,-100.4050881",QUERETARO 220101
,,México,QUERETARO,SANTIAGO DE QUERETARO,GALINDAS,PROLONGACION PINO SUAREZ 437,Activa,76177,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.58367,-100.4155351,"https://www.google.com/maps/search/?api=1&query=20.58367,-100.4155351",QUERETARO 220104
,,México,QUERETARO,SANTIAGO DE QUERETARO,LOMAS DE SAN PEDRITO PENUELAS,AVE PIE DE LA CUESTA 2422,Activa,76148,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6522886,-100.4035739,"https://www.google.com/maps/search/?api=1&query=20.6522886,-100.4035739",
,,México,QUERETARO,SANTIAGO DE QUERETARO,JARDINES DE VILLAS DE SANTIAGO,SANTIAGO DE LA CRUZ 246,Activa,76146,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6471495,-100.3942962,"https://www.google.com/maps/search/?api=1&query=20.6471495,-100.3942962",
,,México,QUERETARO,SANTIAGO DE QUERETARO,LOMAS DE SAN PEDRITO PENUELAS,AVE PIE DE LA CUESTA 2401,Activa,76148,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6514951,-100.4041262,"https://www.google.com/maps/search/?api=1&query=20.6514951,-100.4041262",
,,México,QUERETARO,SANTIAGO DE QUERETARO,LOMAS DE SAN PABLO,AVE PIE DE LA CUESTA  509,Activa,76148,1010508,FARMACIA BENAVIDES,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6218936,-100.4055428,"https://www.google.com/maps/search/?api=1&query=20.6218936,-100.4055428",
,,México,QUERETARO,SANTIAGO DE QUERETARO,VISTA 2000,AVE PENUELAS 61 A,Activa,76140,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6236591,-100.4003723,"https://www.google.com/maps/search/?api=1&query=20.6236591,-100.4003723",
,,México,QUERETARO,SANTIAGO DE QUERETARO,SAN GREGORIO,EJIDO 5,Activa,76156,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6034805,-100.4068426,"https://www.google.com/maps/search/?api=1&query=20.6034805,-100.4068426",QUERETARO 220101
,,México,QUERETARO,QUERETARO,TERRANOVA,BOULEVARD HACIENDA EL JACAL 2,Activa,76910,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5605347,-100.4307663,"https://www.google.com/maps/search/?api=1&query=20.5605347,-100.4307663",RESTO DEL ESTADO REGION C 229100
,,México,QUERETARO,SANTIAGO DE QUERETARO,TLACOTE,CIRCUITO SAN IGNACIO  129,Activa,76179,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.586762,-100.414004,"https://www.google.com/maps/search/?api=1&query=20.586762,-100.414004",QUERETARO 220104
,,México,QUERETARO,SANTIAGO DE QUERETARO,PUERTA DEL SOL 2,AVE FELIPE CARRILLO PUERTO 68,Activa,76138,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6166093,-100.4358457,"https://www.google.com/maps/search/?api=1&query=20.6166093,-100.4358457",
,,México,QUERETARO,SANTIAGO DE QUERETARO,REFORMA AGRARIA,BOULEVARD DE LAS AMERICAS 12,Activa,76086,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5489283,-100.3922463,"https://www.google.com/maps/search/?api=1&query=20.5489283,-100.3922463",QUERETARO 220104
,,México,QUERETARO,SANTIAGO DE QUERETARO,EL REFUGIO,CAMPO REAL,Activa,76146,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6522837,-100.349531,"https://www.google.com/maps/search/?api=1&query=20.6522837,-100.349531",
,,México,QUERETARO,SANTIAGO DE QUERETARO,PROLONGACION CONSTITUYENTES,PROLONGACION CONSTITUYENTES ORIENTE,Activa,76246,1010508,FARMACIA BENAVIDES,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5954418,-100.3177547,"https://www.google.com/maps/search/?api=1&query=20.5954418,-100.3177547",RESTO DEL ESTADO REGION C 229100
,,México,QUERETARO,EL REFUGIO,LA PRADERA,ANILLO VIAL FRAY JUNIPERO SERRA 9850,Activa,76269,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6530147,-100.3429046,"https://www.google.com/maps/search/?api=1&query=20.6530147,-100.3429046",RESTO DEL ESTADO REGION C 229100
,,México,QUERETARO,SANTIAGO DE  QUERETARO,FELIPE CARRILLO PUERTO,AVE SAN DIEGO 3,Activa,76138,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6024454,-100.4263005,"https://www.google.com/maps/search/?api=1&query=20.6024454,-100.4263005",
,,México,QUERETARO,SANTIAGO DE QUERETARO,DEL ARCO,AVE REVOLUCION 814,Activa,76138,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6127866,-100.435749,"https://www.google.com/maps/search/?api=1&query=20.6127866,-100.435749",
,,México,QUERETARO,SANTIAGO DE QUERETARO,EL SOL,AVE DEL SOL 11,Activa,76114,1010508,FARMACIA BENAVIDES,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6152154,-100.4406973,"https://www.google.com/maps/search/?api=1&query=20.6152154,-100.4406973",
,,México,QUERETARO,SANTIAGO DE QUERETARO,GEOPLAZAS,PROLONGACION BERNARDO QUINTANA 104 FLAMBOYANES,Activa,76113,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6154791,-100.4424411,"https://www.google.com/maps/search/?api=1&query=20.6154791,-100.4424411",
,,México,QUERETARO,SANTIAGO DE QRO,FRACCIONAMINETO PARQUE SANTIAGO 1600,AVENIDA BEGONIAS 1572,Activa,76115,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.62843,-100.4525978,"https://www.google.com/maps/search/?api=1&query=20.62843,-100.4525978",
,,México,QUERETARO,SANTIAGO DE QUERETARO,COSMOS,AVE DE LAS FUENTES 440,Activa,76110,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6373959,-100.4517568,"https://www.google.com/maps/search/?api=1&query=20.6373959,-100.4517568",
,,México,QUERETARO,QUERETARO,LOS MOLINOS,EJIDO 235,Activa,76150,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.602225,-100.4065797,"https://www.google.com/maps/search/?api=1&query=20.602225,-100.4065797",QUERETARO 220101
,,México,QUERETARO,SANTIAGO DE QUERETARO,CENTRO,AVE CORREGIDORA 6222,Activa,76000,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5993169,-100.3938704,"https://www.google.com/maps/search/?api=1&query=20.5993169,-100.3938704",QUERETARO 220109
,,México,QUERETARO,SANTIAGO DE QUERETARO,CENTRO,BENITO JUAREZ NORTE,Activa,76000,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5949105,-100.3932499,"https://www.google.com/maps/search/?api=1&query=20.5949105,-100.3932499",QUERETARO 220109
,,México,GUANAJUATO,SAN MIGUEL DE ALLENDE,CENTRO,CALLE ANCHA SAN ANTONIO 10,Activa,37700,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.9099889,-100.7466103,"https://www.google.com/maps/search/?api=1&query=20.9099889,-100.7466103",SAN MIGUEL DE ALLENDE 123500
,,México,GUANAJUATO,SAN MIGUELDE ALLENDE,CENTRO,CALLE ANCHA DE SAN ANTONIO 4,Activa,37700,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.910288,-100.7465046,"https://www.google.com/maps/search/?api=1&query=20.910288,-100.7465046",SAN MIGUEL DE ALLENDE 123500
,,México,GUANAJUATO,SAN MIGUEL DE ALLENDE,LA LEJONA,CARRETERA SAN MIGUEL DE ALLENDE CELAYA 7,Activa,37700,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.8979283,-100.753653,"https://www.google.com/maps/search/?api=1&query=20.8979283,-100.753653",SAN MIGUEL DE ALLENDE 123500
,,México,GUANAJUATO,SAN MIGUEL DE ALLENDE,CENTRO,CANAL 19,Activa,37700,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.9147372,-100.7449296,"https://www.google.com/maps/search/?api=1&query=20.9147372,-100.7449296",SAN MIGUEL DE ALLENDE 123500
,,México,GUANAJUATO,SAN MIGUEL DE ALLENDE,LA LEJONA,CALLE VICENTE ARAIZA 7,Activa,37765,1010508,FARMACIA DE LA MEGA COMERCIAL MEXICANA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.8971387,-100.7519887,"https://www.google.com/maps/search/?api=1&query=20.8971387,-100.7519887",SAN MIGUEL DE ALLENDE 123500
,,México,GUANAJUATO,SAN MIGUEL DE ALLENDE,CENTRO,AVE INSURGENTES 42,Activa,37700,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.9163645,-100.742821,"https://www.google.com/maps/search/?api=1&query=20.9163645,-100.742821",SAN MIGUEL DE ALLENDE 123500
,,México,GUANAJUATO,SAN MIGUELDE ALLENDE,ARCOS DE SAN MIGUEL,CALLE REAL SALIDA A QUERETARO,Activa,37775,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.9057684,-100.7258012,"https://www.google.com/maps/search/?api=1&query=20.9057684,-100.7258012",SAN MIGUEL DE ALLENDE 123500
,,México,GUANAJUATO,SAN MIGUEL DE ALLENDE,CENTRO,CALZADA ESTACION,Activa,37736,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.9151522,-100.7593743,"https://www.google.com/maps/search/?api=1&query=20.9151522,-100.7593743",SAN MIGUEL DE ALLENDE 123500
,,México,QUERETARO,QUERETARO,REAL DEL MARQUES,REAL DEL MARQUES 701,Activa,76118,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6509668,-100.4719187,"https://www.google.com/maps/search/?api=1&query=20.6509668,-100.4719187",
,,México,QUERETARO,QUERETARO,CD DEL SOL,BLVD PENA FLOR 5,Activa,76116,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6434813,-100.4873997,"https://www.google.com/maps/search/?api=1&query=20.6434813,-100.4873997",
,,México,QUERETARO,QUERETARO,PENA FLOR,BOULEVARD PENA FLOR,Activa,76116,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.646737,-100.4766025,"https://www.google.com/maps/search/?api=1&query=20.646737,-100.4766025",
,,México,QUERETARO,QUERETARO,EL ROMERILLAL,BOULEVARD PENA FLOR 571,Activa,76116,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6450816,-100.4638084,"https://www.google.com/maps/search/?api=1&query=20.6450816,-100.4638084",
,,México,QUERETARO,QUERETARO,GEOPLAZAS,ZACAPOAXTLAS 1992,Activa,76116,1010508,FARMACIA BODEGA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6272508,-100.4576115,"https://www.google.com/maps/search/?api=1&query=20.6272508,-100.4576115",
,,México,QUERETARO,QUERETARO,GEOPAZAS,BEGONIAS 2219,Activa,76116,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6241446,-100.4599912,"https://www.google.com/maps/search/?api=1&query=20.6241446,-100.4599912",
,,México,QUERETARO,EL PUEBLITO,PUERTA REAL,PROLONGACION EL JACAL 108,Activa,76910,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5573127,-100.4366699,"https://www.google.com/maps/search/?api=1&query=20.5573127,-100.4366699",RESTO DEL ESTADO REGION C 229100
,,México,QUERETARO,SANTIAGO DE QUERETARO,EL JACAL,BLVD HACIENDA DEL JACAL 708,Activa,76180,1010508,FARMACIA BENAVIDES,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5680351,-100.41321,"https://www.google.com/maps/search/?api=1&query=20.5680351,-100.41321",QUERETARO 220104
,,México,QUERETARO,SANTIAGO DE QUERETARO,EL JACAL,PROLONGACION ZARAGOZA 203,Activa,76180,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5698349,-100.4147704,"https://www.google.com/maps/search/?api=1&query=20.5698349,-100.4147704",QUERETARO 220104
,,México,QUERETARO,CORREGIDORA,JARDINES DE LA HACIENDA,LAS TORRES,Activa,76180,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.561609,-100.3853394,"https://www.google.com/maps/search/?api=1&query=20.561609,-100.3853394",QUERETARO 220104
,,México,QUERETARO,SANTIAGO DE QUERETARO,JARDINES DEL HACIENDA,HACIENDA EL JACAL 103,Activa,76180,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5648558,-100.4193915,"https://www.google.com/maps/search/?api=1&query=20.5648558,-100.4193915",QUERETARO 220104
,,México,QUERETARO,QUERETARO,EMILIANO ZAPATA,PROLONGACION EL JACAL 1072,Activa,76910,1010508,FARMACIA SAN CAMILO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5568181,-100.4387934,"https://www.google.com/maps/search/?api=1&query=20.5568181,-100.4387934",RESTO DEL ESTADO REGION C 229100
,,México,QUERETARO,QUERETARO,GALINDAS,JOSE MARIA PINO SUAREZ 435,Activa,76177,1010508,FARMACIA. GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5837395,-100.4153707,"https://www.google.com/maps/search/?api=1&query=20.5837395,-100.4153707",QUERETARO 220104
,,México,QUERETARO,QUERETARO,GALINDAS,PINO SUAREZ  437,Activa,76177,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.58367,-100.4155351,"https://www.google.com/maps/search/?api=1&query=20.58367,-100.4155351",QUERETARO 220104
,,México,QUERETARO,QUERETARO,EL JACAL,AVE PROLONGACION ZARAGOZA 205,Activa,76180,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5696617,-100.4147872,"https://www.google.com/maps/search/?api=1&query=20.5696617,-100.4147872",QUERETARO 220104
,,México,QUERETARO,SANTIAGO DE QUERETARO,CENTRO,AVE TECNOLOGICO 30,Activa,76000,1010508,FARMACIA BENAVIDES,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5902815,-100.4046835,"https://www.google.com/maps/search/?api=1&query=20.5902815,-100.4046835",QUERETARO 220109
,,México,QUERETARO,EL MARQUES,EL MIRADOR,PRIVADA MIRADOR DE QUERETARO 123,Activa,76246,1010508,HEB  EL MIRADOR,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5933698,-100.3357396,"https://www.google.com/maps/search/?api=1&query=20.5933698,-100.3357396",RESTO DEL ESTADO REGION C 229100
,,México,QUERETARO,QUERETARO,MILENIO III,CALLE PUERTA DE ALCALA,Activa,76060,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5958259,-100.3591147,"https://www.google.com/maps/search/?api=1&query=20.5958259,-100.3591147",
,,México,QUERETARO,QUERETARO,TERRAZAS DE SAN PABLO,PIE DE LA CUESTA 509,Activa,76125,1010508,FARMACIA BENAVIDES,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6218936,-100.4055428,"https://www.google.com/maps/search/?api=1&query=20.6218936,-100.4055428",
,,México,QUERETARO,QUERETARO,COLINAS DE SAN PABLO,BOULEVARD DE LA NACION 13011,Activa,76148,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6424527,-100.415388,"https://www.google.com/maps/search/?api=1&query=20.6424527,-100.415388",
,,México,QUERETARO,QUERETARO,MISION DE BUCARELLI SUR,BOULEVARD DE LA NACION 1198,Activa,76125,1010508,COMERCIAL MEGA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6444464,-100.4277734,"https://www.google.com/maps/search/?api=1&query=20.6444464,-100.4277734",
,,México,QUERETARO,SAN JUAN  DEL RIO,CENTRO,CALLE 2 DE ABRIL,Activa,76800,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3838208,-99.9961204,"https://www.google.com/maps/search/?api=1&query=20.3838208,-99.9961204",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,CENTRO,CALLE 20 DE NOVIEMBRE 90,Activa,76800,1010508,GUADALAJARAu,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3931662,-99.9952818,"https://www.google.com/maps/search/?api=1&query=20.3931662,-99.9952818",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,SAN JUAN,AGUILAS 316,Activa,76806,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3751754,-99.9540391,"https://www.google.com/maps/search/?api=1&query=20.3751754,-99.95403909999999",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,CENTRO,BLVD HIDALGO 59,Activa,76800,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3785503,-99.9882039,"https://www.google.com/maps/search/?api=1&query=20.3785503,-99.9882039",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,SAN CAYETANO,RIO MOCTEZUMA 118,Activa,76806,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3874654,-99.9782847,"https://www.google.com/maps/search/?api=1&query=20.3874654,-99.97828469999999",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,CENTRO,CONSTITUYENTES 18,Activa,76800,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3967248,-99.9873669,"https://www.google.com/maps/search/?api=1&query=20.3967248,-99.9873669",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,GRANJAS BENTHI,AVE DE LOS PATOS COMEVI BANTHI,Activa,76808,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3848585,-99.9572193,"https://www.google.com/maps/search/?api=1&query=20.3848585,-99.9572193",
,,México,QUERETARO,SAN JUAN DEL RIO,TOMASITA,SECCION 8,Activa,76806,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3900085,-99.968689,"https://www.google.com/maps/search/?api=1&query=20.3900085,-99.968689",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,RESIDENCIAL DEL VALLE,AVE GHANDI 60,Activa,76834,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3948877,-99.96487890000002,"https://www.google.com/maps/search/?api=1&query=20.3948877,-99.96487890000002",
,,México,QUERETARO,SAN JUAN DEL RIO,CENTRO,INDEPENDENCIA 59,Activa,768000,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3889322,-99.9968542,"https://www.google.com/maps/search/?api=1&query=20.3889322,-99.9968542",
,,México,QUERETARO,SAN JUAN DEL RIO,CENTRO,20 DE NOVIEMBRE,Activa,76800,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3928999,-99.9961764,"https://www.google.com/maps/search/?api=1&query=20.3928999,-99.9961764",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,CENTRO,2 DE ABRIL,Activa,76800,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3838208,-99.9961204,"https://www.google.com/maps/search/?api=1&query=20.3838208,-99.9961204",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,CENTRO,MIGUEL HIDALGO,Activa,76800,1010508,FARMACIA SAN JUAN,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3865622,-99.9972001,"https://www.google.com/maps/search/?api=1&query=20.3865622,-99.9972001",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SAN JUAN DEL RIO,GRANJAS BANTHI,JOFRE 24,Activa,76805,1010508,GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.3869901,-99.9464605,"https://www.google.com/maps/search/?api=1&query=20.3869901,-99.9464605",SAN JUAN DEL RIO 220500
,,México,QUERETARO,SANTIAGO DE QUERETARO,LA PRADERA,CARRETERA ESTATAL KM 40,Activa,76269,1010508,FARMACIA BENAVIDES,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.5896026,-100.4268407,"https://www.google.com/maps/search/?api=1&query=20.5896026,-100.4268407",RESTO DEL ESTADO REGION C 229100
,,México,QUERETARO,SANTIAGO DE QUERETARO,EL REFUGIO,ANILLO VIAL FRAY JUNIPERO SERRA 10200,Activa,76146,1010508,FARMACIA SAN PABLO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6521869,-100.3441374,"https://www.google.com/maps/search/?api=1&query=20.6521869,-100.3441374",
,,México,QUERETARO,SANTIAGO DE QUERETARO,EL REFUGIO,ANILLO VIAL FRAY JUNIPERO SERRA 10100,Activa,76146,1010508,FARMACIA DEL AHORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.652675,-100.3443402,"https://www.google.com/maps/search/?api=1&query=20.652675,-100.3443402",
,,México,QUERETARO,SANTIAGO DE QRO,SAN PABLO,PROLONGACION TECNOLOGICO 998,Activa,76125,1010508,FARMACIA DEL AJORRO,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6150511,-100.4104462,"https://www.google.com/maps/search/?api=1&query=20.6150511,-100.4104462",
,,México,QUERETARO,SANTIAGO DE QUERETARO,LOS ROBLES,BLVD DE LA NACION 120,Activa,76148,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6415085,-100.4064942,"https://www.google.com/maps/search/?api=1&query=20.6415085,-100.4064942",
,,México,QUERETARO,SANTIAGO DE QRO,EL TINTERO,AVE REVOLUCION 441,Activa,76113,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6084254,-100.4346952,"https://www.google.com/maps/search/?api=1&query=20.6084254,-100.4346952",
,,México,QUERETARO,SANTIAGO DE QRO,EL TINTERO,AVE REVOLUCION,Activa,76134,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6075293,-100.4336626,"https://www.google.com/maps/search/?api=1&query=20.6075293,-100.4336626",
,,México,QUERETARO,SANTIAGO DE QUERETARO,DEL SOL,AVE DEL SOL 104,Activa,76113,1010508,FARMACIA GUADALAJARA,Farmacias Digrimex,,,,,A,Celia Irma Ordoñez Gonzalez,20.6154854,-100.4424853,"https://www.google.com/maps/search/?api=1&query=20.6154854,-100.4424853",
